,comments,notes,hotel_name
1377," Vous pouvez y aller les yeux fermés !
Personnel très accueillant : dès l'arrivée, ils conseillent les visites, avec plan de la ville et plan pour se repérer jusqu'au Riad
Possibilité de navette aéroport (16 euros aller, 30 euros aller retour) que je vous conseille car l'accès au logement n'est pas facile si on ne connaît pas.
Petit déjeuner excellent et copieux : pain, œuf sur le plat, pancake
A 10 mins de la place Jama el Fna donc idéalement situé 
Le ménage est fait tous les jours, ce qui est très appreciable !",10.0,Dar Soukaina
1378," On a tout apprécié, le riad était vraiment super.
Le personnel était aux petits soins, nous recommandons vivement.",10.0,Dar Soukaina
1379," Superbe séjour de 3 nuits à Marrakech, malgré la chaleur du mois de juillet ! Le rez-de-chaussé est très agréable avec son bassin, et la terrasse est un plaisir à la nuit tombée. C'était le creux de la saison touristique et nous étions seuls dans le riyad, mais l'équipe est restée très disponible !
Un grand merci à Mohammed :)",9.0,Dar Soukaina
1380," Le Dar Soukaina est un réel havre de paix au coeur de la médina et des souks de Marrakech, bien situé (à une petite quinzaine de minutes à pied de la place Jamaa el Fna). Personnel très accueillant, chambre confortable, terrasse agréable, et petit-déjeuner copieux. Un grand merci à Bachir pour son accueil chaleureux et ses conseils de voyage, sans lui nous n'aurions certainement pas autant apprécié les merveilles du Maroc ! L'expérience dans le désert qu'il nous a organisée était extraordinaire !",9.0,Dar Soukaina
1381," Riad très bien situé dans la médina ( 10 mn à pied de la place Jemaa el Fna ) , chambres propres et spacieuses avec 1 accueil bienveillant de Bachir .
Petit déjeuner copieux et varié",9.2,Dar Soukaina
1382," Le personnel; le lieu; la chambre et la situation géographique excellente, à deux minutes à pied des souks mais tout en restant dans un endroit très tranquille et calme. Des amis qui séjournaient dans un autre rias sont passés nous voir, ils ont été conquis.",9.0,Dar Soukaina
1383," La gentillesse
Le service
L'emplacement
Le Riad
Le calme
Je recommande",10.0,Dar Soukaina
1384, Les conseils l accueil la décoration les espaces de vie chaleureux la nourriture,8.0,Dar Soukaina
1385," Accueil chaleureux, personnel serviable . Hôtel super bien situé à proximité du port, des remparts, des resto, des souks. Impeccable",10.0,Caverne d'Ali Baba
1386," Le décor
L'emplacement
La tranquillité
La chaleur sociale",9.0,Caverne d'Ali Baba
1387, le personnel et la propreté,10.0,Caverne d'Ali Baba
1388," L'accueil, la beauté du Riad, la chambre, le calme, la localisation, bref tout !",10.0,Caverne d'Ali Baba
1389, Le personnel au top,9.0,Caverne d'Ali Baba
1390," Nous avons passé un très bon moment à la caverne d'Ali Baba, le gérant était très accueillant, chaleureux et aux petits soins avec nous. Nous avons apprécié la qualité de ses conseils. La terrasse est très agréable pour les petits déjeuners. L'emplacement est idéal, proche des souks, des remparts et des commerces. Nous nous sommes senties comme chez nous dans ce raid aux couleurs chaudes.",9.0,Caverne d'Ali Baba
1391, Le style du Riad et les personnelles sympa et très gentils et le petit déjeuner au normes du terroir,9.0,Caverne d'Ali Baba
1392," Accueil, emplacement, propreté",9.0,Caverne d'Ali Baba
1393, L'emplacement,10.0,Caverne d'Ali Baba
1394," Riad atypique : Riad/ boutique 
Petit-déjeuner parmi les tapis, très sympa 
L’emplacement est calme, dès qu’on sort on est directement dans le souk/ marché 
Je recommande !!",9.6,Caverne d'Ali Baba
1395," Le cadre, que ce soit la chambre ou les parties communes du Riad, sans parler de la vue exceptionnelle du rooftop pour le petit déjeuner. Le personnel est très sympathique. Je reviendrai les yeux fermés",10.0,Riad Leila Marrakech
1396," Magnifique riad, le personnel est très accueillant et serviable, les chambres sont spacieuses et propres, bon rapport qualité prix et la localisation proche de la place Jema el Fnaa, le + le Spa.",10.0,Riad Leila Marrakech
1397," la propreté, les personnels sont sympathiques",10.0,Riad Leila Marrakech
1398, Rhalid le réceptionniste tres sympathique très accueillant lieu très chaleureux petit déjeuner au top parking à proximité 2 minutes à pied,10.0,Riad Leila Marrakech
1399," Tout était parfait..emplacement au top, très propre, très confortable et le personnel est très sympa et bienveillant..je recommande",10.0,Riad Leila Marrakech
1400," Riad très bien placé pour visiter la Médina. Le personnel est toujours disponible pour vous aider à trouver des excursions, des bonnes adresses pour faire un Hamman ainsi que des taxis pour ce rendre par exemple à l'aéroport à un tarif convenable. Je recommande vivement ce Riad.",10.0,Riad Leila Marrakech
1401, La gentillesse de l’équipe toujours prête à nous rendre service. Petit déjeuner excellent. Le Riad est très bien situer dès points d’interêt (2 min du palais de la Bahia et 10 min environ de la place Jemaa El Fna. Le Riad est petit et au calme. J’y reviendrai sans hésiter.,9.0,Riad Leila Marrakech
1402," Nous avons passé deux nuits au Riad leila, l’accueil est parfait, la situation géographique excellente, on y était déjà venu et nous y reviendrons. Très bonne adresse à Marrakech.",8.0,Riad Leila Marrakech
1403," Suite à un problème mineur de clé avec ma chambre, le réceptionniste m'a tout proposé une autre chambre (sans me faire payer plus évidemment) afin que je puisse aller dormir au plus vite étant donné qu'il était déjà tard. 
J'ai donc vu 2 types de chambres qui sont proposés. Une simple et une double. Les 2 étaient agréables et propre. La petite chambre que j'avais initialement réservée me convenait parfaitement, un lit simple, salle de bain propre et suffisamment d'espace pour mes affaires. Finalement j'ai dormi dans une chambre plus grande et elle était tout aussi bien. Propre, lit confortable et bien sûr, de la place pour mes affaires et celle d'une autre personne si j'avais été accompagnée plus une petite table et 2 fauteuils. 
L'endroit est calme et j'ai bien dormi. Le lendemain j'ai pris mon petit déjeuner sur la terrasse. Tout le monde est très serviable et le petit déjeuner est bon et copieux.
J'y retournerai la prochaine fois que je viens à Marrakech. 
Merci à eux pour l'accueil!",10.0,Riad Leila Marrakech
1404, tous !!,10.0,Riad Leila Marrakech
1405," Bel hôtel.. calme propre. Tout le personnel sans exception, de l'accueil à la restauration et conciergerie était parfait, gentillesse absolue, à l'écoute avec respect et politesse.",10.0,Hôtel Atenas
1406, l’emplacement et la propreté.,7.0,Hôtel Atenas
1407," Petit déjeuner riche,a choix multiples,le personnel est très accueillant et serviable,pour la propreté et l hygiène,rien à dire.bravo a tous",7.0,Hôtel Atenas
1408," personnel très accueillant 
hôtel propre
situé en centre ville et facile d’accès",10.0,Hôtel Atenas
1409, Propreté et gentillesse du personnel,9.6,Hôtel Atenas
1410," Sympathie et amabilite du personnel , équipement et propreté d'hôtel et emplacement de l'hôtel sont admirables",8.0,Hôtel Atenas
1411, L'accueil personnelles très sympa,10.0,Hôtel Atenas
1412," Le personnel de l’hôtel est jeune et aime bien leurs travail en plus ils étaient tous gentilles
Le petit déjeuné.
Très proche de Bab nouader et le centre de tetouan ainsi la médina.",8.0,Hôtel Atenas
1413," L emplacement, le personnel, la propreté,",9.0,Hôtel Atenas
1414,"N'a pas aimé
 · Hôtel brouillon pas calme",7.0,Hôtel Atenas
1415," L'emplacement, l'exotisme, la vue sur la ville, le déjeuner !",10.0,Dar Nakhla Naciria
1416," Allez -y sans hésiter 
Merci Said",9.0,Dar Nakhla Naciria
1417," Les hôtes très sympathiques et disponibles. L'emplacement du logement.
Le petit déjeuner...",9.0,Dar Nakhla Naciria
1418," J'ai apprécié l'accueil chaleureux, la gentillesse de l'hôte, Sue, aux petits soins.
Je recommande cet endroit",9.0,Dar Nakhla Naciria
1419, Bien localisé à 2 pas de la place du 9 avril. Quelques bons conseils de la part des propriétaires,8.0,Dar Nakhla Naciria
1420," M. Said et Sue sont très gentils et accueillants. La propreté de l’établissement est à mentionner car c’est vraiment top, le linge de lit agréable et la localisation de la maison d’hôtes est parfaite. Nous reviendrons.",9.0,Dar Nakhla Naciria
1421, Propriétaires très sympas et accueillants.,10.0,Dar Nakhla Naciria
1422, Maison d'hôte de charme en plein coeur de la Médina tenu par un adorable couple soucieux de la satisfaction client. La vue depuis la terrasse sur la médina (à mi-hauteur) est très agréable et les petits-déjeuners copieux. Le rapport-qualité-prix pour cette parfaite localisation dans la médina était idéal. Nous recommandons chaleureusement cette maison d'hôte au calme.,9.0,Dar Nakhla Naciria
1423," Très accueillant, agréable, adorable, le lieu est magnifique en plein cœur de la médina. Parfait ! Encore merci pour tout.",10.0,Dar Nakhla Naciria
1424," Bref séjour à Tanger, très agréable ! La terrasse est un petit paradis. Parfait pour découvrir la medina et la kasbah.
Merci à Saïd et Sue !",9.0,Dar Nakhla Naciria
1425," Au nom de mes deux amis qui m'ont accopagnés pendant notre séjour ,je remercie tous l'équipe de Riad Ivissa de leurs acceuil, disponibilité et amabilité coté personnel, l'équipement est trés cohérent ,propre et confortable ainsi un calme extraordinaire , pour conclure le petit déjeuner était magnifique et copieux (2 sortes de crepes marocains, oeufs , pains ,fromage confiture, cake , croissant , thé café et jus ...) voilà je vous dis à la prochaine certainement 
On behalf of my two friends have been with me during our stay ,I thank all the team of Riad Ivissa for their welcome, availability and friendliness on the personal side, the equipment is consistent ,clean and comfortable so an extraordinary calm , to conclude the breakfast was beautiful and copious (2 kinds of Moroccan crepes, eggs , breads , cheese jam, cake , croissant , tea coffee and orange juice ...) here I say to you the next definitely",10.0,Riad Ivissa Kech
1426," Reda hote nous a tres bien accueilli, nous avons passe un agréable séjour ,",10.0,Riad Ivissa Kech
1427," le personnel, Reda qui a tout fait pour nous chouchouter. Le petit déjeuner était top, le le Riad est beau même si un peu peur avant d’y rentrer car se trouve dans une petite ruelle où on n’imagine pas un tel lieu. Facilité pour se déplacer sans prendre le taxi pour aller au souk, à la grande place, au palais bahia…. Le maître d’hôtel Reda était d’une grande gentillesse et nous a organisé nos visites suivant nos souhaits. Quel beau personnage !",10.0,Riad Ivissa Kech
1428," Les hotes sont tres gentils. Ils nous ont aides a trouver meme un place de parking dans le centre ville. Le petit dejeuner est magnifique, les chambres sont grande et confortabiles. On a aime le riad et surement on va revenir.",10.0,Riad Ivissa Kech
1429," Tout, l'accueil, la gentillesse, l'équipe, les lieux, l'ambiance particulièrement bienveillante, chaleureuse comme en famille",10.0,Riad Ivissa Kech
1430," très bel accueil, le personnel au p’tits soins",10.0,Riad Ivissa Kech
1431," Riad idéalement placé avec un accueil digne des plus grand. Nous avons été très bien reçu par toutes l'équipe qui était aux petits soins. Enfin, les petits déjeuners étaient royal et la terrasse est très agréable.",10.0,Riad Ivissa Kech
1432," L'accueil dans un premier temps est parfaitement à la hauteur et bien plus encore, la disponibilité des hôtes, leur gentillesse et leur écoute. Il réside ici une ambiance familiale servie par Zineb qui est remarquable de gentillesse et d'attention pour chacun et chacune, l'équipe est aux petits soins.",10.0,Riad Ivissa Kech
1433, Tres bon accueil nous avons bien aimé l'établissement,9.0,Riad Ivissa Kech
1434," La gentillesse, disponibilité et fléxibilité du personnel. L'emplacement, la propreté,",8.0,Riad Ivissa Kech
1435," La décoration, l'emplacement, la propreté. 
la propriétaire et tout le personnel sont très aimables et très serviables, je recommande ce Riad sans hésitation, une très belle expérience.",10.0,Riad Tafilag
1436," la gantillesse 
petit déjeuner",10.0,Riad Tafilag
1437, La propreté et la gentillesse du personnel,8.0,Riad Tafilag
1438," C'est mon point de chute régulier sur Taroudant. jamais déçu, toujours très bien accueilli dans ce havre de paix en plein centre de Taroudant.",10.0,Riad Tafilag
1439, Magnifique Riad. Belles chambres. Personnel adorable.,9.0,Riad Tafilag
1440," la gentillesse d’un personnel 
le décor",10.0,Riad Tafilag
1441," Un très bel endroit pour séjourner à Taroudant. Tous le personnel de l’hôtel et très charmant, très accueillant,de bons conseils et vraiment au petit soin. On s’y sent rapidement très bien. 
Je recommande vivement !",10.0,Riad Tafilag
1442, Superbe riad avec espaces extérieurs très agréables. Personnel très gentil et serviable. Bien placé pour visiter la ville à pied. Très Bon repas,9.0,Riad Tafilag
1443," Très bon accueil du personnel du Riad qui nous a même accompagné jusqu’au parking gardé. Excellent emplacement qui permet de visiter la ville à pieds. L’ensemble est tout simplement superbe, décoré avec beaucoup de goût. C’est intimiste grâce à ses nombreuses terrasses situées à des étages différents qui permettent à chacun de trouver un endroit tranquille. Le repas du soir était à l’avenant, excellent !! Objectivement, certainement une des meilleures adresses de Taroudant, à recommander sans modération.",10.0,Riad Tafilag
1444," personnel très accueillant et agréable, très bon emplacement, Riad très joli, un havre de paix au milieu de la ville. les conseils avisés pour découvrir les environs, très bonne table pour dîner le soir.",10.0,Riad Tafilag
1445," J'aime bien cet hôtel typique
Personnel très gentil",10.0,Moroccan House
1446," La décoration, l emplacement",7.0,Moroccan House
1447, Personnel,8.0,Moroccan House
1448," Très bonne situation géographique. Chambre propre et fonctionnelle.
Personnel très serviable et gentil.",7.0,Moroccan House
1449, Le décore,8.0,Moroccan House
1450," L architecture, l’emplacement et le personnel.",7.0,Moroccan House
1451,"N'a pas aimé
 · Le système d’eau chaude est à revoir",7.0,Moroccan House
1452," Rapport qualité prix
Chambre simple mais correcte
Décoration marocaine un peu too much voire has been.",6.0,Moroccan House
1453, Personnelle,8.0,Moroccan House
1454," Le personnel, la proximité de Gueliz. 
La propreté, la piscine",8.0,Moroccan House
1455, Très bel établissement en plein centre ville call et propre personnel très agréable et accueillant très bon petit dej (2 types proposés un européen et un local),10.0,Hôtel Ibn Batouta
1456, Personnel avenant et aux petits soins. Location parfaite . Le nettoyage journalier de la chambre etait parfait .,9.0,Hôtel Ibn Batouta
1457, Réception - le calme - l'intérieur - confort,10.0,Hôtel Ibn Batouta
1458, La propreté des chambres rien à dire excellent,10.0,Hôtel Ibn Batouta
1459, Le personnel est très professionnel et agréable. La propreté excellente. Une odeur de fleur d'oranger magnifique dans le hall d'entrée. Le lit est très confortable.,8.0,Hôtel Ibn Batouta
1460, Chambre très belle,10.0,Hôtel Ibn Batouta
1461, L'approximation de jamaa lafna,8.0,Hôtel Ibn Batouta
1462," Super emplacement, qualité prix parfait
Le personnel est adorable!! Merci pour tout. 
On reviendra, c’est sûr!
La vue",8.0,Hôtel Ibn Batouta
1463, Le personnel est au petit soin et très accueillant !,10.0,Hôtel Ibn Batouta
1464," Emplacement exceptionnel, entre Gueliz, la médina et hivernage, tout est accessible à pied 
Deux piscines au RDC et en terrasse 
Personnel très sympathique",9.0,Hôtel Ibn Batouta
1465," La gentillesse du personnel, notemment de Rachid toujours disponible et avenant.
La qualite du petit déjeuner et la variété des produits 
La tranquilite des lieux et la propreté
La facilité du check-in
Le patron present sur les lieux tres gentil et qui possède un delicieux resto italien a tester absolument
Le fait d'avoir des clés extérieur pour entrer et sortir a sa guise
Le confort des chambre et de la literie",10.0,Riad 7 Pierres
1466, Rachid est très aimable et dispo.coin sympa et tranquil .,9.0,Riad 7 Pierres
1467," Petit-déjeuner 
Personnel surtout rachid",9.0,Riad 7 Pierres
1468, Tout,10.0,Riad 7 Pierres
1469," Bon rapport qualité prix, personnel très sympathique",8.0,Riad 7 Pierres
1470, La propreté du local et sans emplacement,10.0,Riad 7 Pierres
1471, Petit dej,7.0,Riad 7 Pierres
1472, Les services,10.0,Riad 7 Pierres
1473," Personnel fort aimable.
Localisation plein médina.
Prix abordable.",7.0,Riad 7 Pierres
1474," Le personnel,le petit déjeuner, le confort, le rapport qualité prix",8.0,Riad 7 Pierres
1475," Chambre très confortable avec grand lit, très bon petit déjeuner, personnel souriant... Tout était parfait",10.0,Hôtel La Perla
1476," La Propreté, les jeunes personnes à l'accueil sont très arrangeant, j'ai demandé de changer de chambre ils ont fait le nécessaire , merci à vous.",8.0,Hôtel La Perla
1477, Très bien situé en centre ville et surtout très propre,9.0,Hôtel La Perla
1478, Le personnel très gentil et a l'écoute,8.0,Hôtel La Perla
1479," Les chambres, la literie, le petit-déjeuner",7.0,Hôtel La Perla
1480, Le p'tit dej était bien le personnel sert franchement Ilya de quoi faire l'organisation,8.0,Hôtel La Perla
1481," L emplacement, confort , la chambre trés propre, le personnel au top",8.0,Hôtel La Perla
1482, Tous était excellent,9.0,Hôtel La Perla
1483, L’emplacement et très bien,8.0,Hôtel La Perla
1484, J’ai aimé le petit déjeuner qui était complet. La propreté aussi et l’hôtel est bien situé.,7.0,Hôtel La Perla
1485," Tout était parfait. Propreté +++ c'est très appréciable. Nous avons eu un super accueil, les personnes sont arrangeantes. Merci à bientôt",10.0,Joudia
1486," La propreté impeccable 
L'emplacement dans un quartier calme et propre",9.0,Joudia
1487, Hote très serviable. Logement très propre rien a dire.,9.0,Joudia
1488," Très grand appartement, moderne et confortable. Toilettes enfin séparés de la salle de douche. Quartier très sûr, gardien toute la nuit pour les voitures.",9.0,Joudia
1489," Le calme. Et le
Lieu paisible",9.0,Joudia
1490, Propreté,8.0,Joudia
1491,"N'a pas aimé
 · Ras",8.0,Joudia
1492, l'ensemble des appartements la disposition et la fonctionnalité et l'accueil,9.2,Joudia
1493," Appartement récent, propre et spacieux 
Quartier calme 
Petit déjeuner disponible sur place 
A recommander",9.6,Joudia
1494, Propreté,7.9,Joudia
1495," La gentillesse et le professionnalisme du personnel: un acceuil fantastique et une vraie gentillesse et disponibilité 
La situation géographique proche de tout les centres d intérêts
La qualités des services extra : compliment à la cuisine, les diners et snacks servis 24 sur 24 sont bon marche et de qualité
Le petit dejeuner offert varié et de qualité 
La propreté vraiment irréprochable (mention spéciale pour cette établissement)",10.0,Riad Alice Terrace & Spa
1496," L'hospitalité de toute l'équipe a été exceptionnelle 👍, on s'est senti invités chez des personnes très sympathiques en particulier Mme Alice qui nous a reçu très bien et a largement dépassé nos attentes le personnel est très serviable et veille 24h sur 24... le riad est propre, pratique et très proche de place jamaa lafna, 5 minutes à pied... le petit-déjeuner est copieux et l'endroit est assez calme bien que situé en pleine médina... pour nous le séjour a été un vrai dépaysement et nous le recommanderons à toutes nos connaissances",10.0,Riad Alice Terrace & Spa
1497, le terrasse,9.0,Riad Alice Terrace & Spa
1498," Nous avons passé un excellent séjour dans ce riad. L'accueil par Alice fut très chaleureux et très agréable. Le riad est superbe, très confortable et également très bien situé (il y a un parking à proximité, ce qui est très pratique). Le petit déjeuner était excellent. Merci pour ce bon moment.",10.0,Riad Alice Terrace & Spa
1499," Personnels sympathiques, riad calme et ambiance familiale. La terrasse est superbe.
Un grand merci à Houssein, très serviable et a pris le temps de jouer avec ma fille. 
Alice, thank you for tour kindness and your advices. You're Riad IS beautiful 
Le petit déj est assez basique mais typiquement marocain.
On y reviendra sûrement.",9.0,Riad Alice Terrace & Spa
1500, Petit déjeuner copieux,8.0,Riad Alice Terrace & Spa
1501," La qualité de service du personnel notamment Youssef et Houcine, l emplacement est parfait, pas loin de la place Jamai fna. Parking pas cher à côté du Riad, équipements neufs. Je recommande Le Riad Alice pour passer des bons moments à Marrakech.",10.0,Riad Alice Terrace & Spa
1502," Très beau Riad : la décoration et la configuration y est bien réfléchie et est remarquable.
La chambre est propre est relativement spacieuse.
Le staff est chaleureux et engageant et l'on sent qu'ils ont un sincère plaisir de recevoir des voyageurs sans surjouer.
Nous avons pris un diner : il était vraiment excellent !
La grande terrasse bien amenagée est formidable surtout lorsqu'on y prend des repas par beau temps!",9.0,Riad Alice Terrace & Spa
1503," Tout! personnel très accueillant ils nous ont préparés à manger en arrivant même à 23h.
Très propre, chaleureux. il y règne un esprit de maison, on s’y sent comme chez nous et ils ont une juste distance aussi bien proche sans être envahissant. on recommande +++",10.0,Riad Alice Terrace & Spa
1504," Ce Riad est vraiment au top : accueil chaleureux, personnel très attentionné et d'une très grande gentillesse, petit déjeuner maison copieux et excellent, chambres agréables, magnifique terrasse. Situé dans la Médina près du Palais Royal, ce riad est idéal pour découvrir à pieds la plupart des lieux incontournables de Marrakech (souk animé, Palais El Badi, Place Jemaa el Fna, Palais Bahia, Le Jardin Secret...)
Toute la famille a adoré et reviendra avec plaisir !!",9.0,Riad Alice Terrace & Spa
1505, On a adoré l'accueil excellent !! Le petit déjeuner excellent ! On se sent comme à la maison c'est vraiment plaisant.,10.0,Riad 46
1506," Personnel très accueillant 
Chambre propre et lits confortables 
Emplacement idéal
Très bon petit déjeuner",9.0,Riad 46
1507," On a adore notre séjour au Riad 46!
Des chambres propres climatisées on peut les chauffer en hiver;
Eau chaude on a pu prendre une douche bien chaude matin et soir;
Odeur du Riad est juste magnifique direct on se sent comme chez nous;
Personnel très très accueillant sympathique agréable et chaleureux, toute l’équipe a été aux petits soins;
Petit déjeuner à l’heure, copieux.",10.0,Riad 46
1508," Le petit déjeuner était très bon et copieux, un parking est a proximité du riad il faut d'abord décharger les valises dans la ruelles proche du riad et ensuite aller se garer. Très bon accueille",9.0,Riad 46
1509, le Riad est magnifique et le personnel est formidable. une équipe gentille bienveillante et serviable. nous reviendrons c’est certain,10.0,Riad 46
1510," Riad vraiment très agréable, l'accueil et la bienveillance de l'équipe y contribuent beaucoup. Walid à été particulièrement attentionné et ses conseils toujours avisés. Une découverte qui donne envie de revenir.",10.0,Riad 46
1511, Personnel au petit soin très très gentil franchement the best accueil j’ai aime mon cours séjour au riad j’ai du partir précipitamment mais franchement j’ai aimé petit dej au top un grand MERCI A WALID ET HASSAN,10.0,Riad 46
1512," Un personnel extraordinaire et très bon rapport qualité prix 
Je recommande",10.0,Riad 46
1513," Merci beaucoup walid, top top top 10/10",10.0,Riad 46
1514," Riad très mignon, il y a 6 chambres donc c’est très intime, on s’y sent bien grâce à Walid qui est très a l’écoute, très amical et donne beaucoup de bon conseils. Nous sommes restés 4 nuits, tout était top. L’emplacement est super pour visiter tout Marrakech. Merci encore pour l’accueil et les super conseils. Nous reviendrons avec plaisir, a bientôt !",10.0,Riad 46
1515," J'ai bien apprécié la femme qui s'occupe de riad elle est trop gentille et toujours au petit soin
Petit déjeuner est magnifique
Je recommande ce riad sans hésitation",10.0,Riad Le Grand Large
1516, Bon rapport qualité prix. Petit déjeuner très bien servi.,8.0,Riad Le Grand Large
1517, Petite terrasse sympathique-ambiance du grand large avec goeland à portée de main. Chambre simple et propre. Petit dejeuner copieux-,7.0,Riad Le Grand Large
1518," Excellent Riad, très bien placé au cœur de la médina.",8.0,Riad Le Grand Large
1519, Le calme et le petit déjeuner,7.0,Riad Le Grand Large
1520," Charmant riad bien placé dans la médina, grande chambre typique avec salle de bain, baignée de lumière (ch. N°2), douche bien chaude, bon petit déjeûner avec orange pressée, oeuf sur le plat, pains grillés, pain au chocolat etc. sur la terrasse, prix très avantageux (en février), personnel très souriant.",9.0,Riad Le Grand Large
1521," Excellent accueil, personnel très sympathique.
Petit déjeuner copieux et très bon.
La chambre était propre et spacieuse.
L'emplacement en plein coeur de la médina.
Endroit que nous recommandons.",9.0,Riad Le Grand Large
1522," L'accueil, la serviabilité et surt la décoration.",8.0,Riad Le Grand Large
1523, L'accueil chaleureux du personnel,7.0,Riad Le Grand Large
1524, Le petit déjeuner,8.8,Riad Le Grand Large
1525," Gentillesse personnel
Proximité villle 
Chambre convivial",10.0,Dar Bouanani
1526," L espace dans la chambre, l accueil sympathique .",7.0,Dar Bouanani
1527," excellent service , accueil chaleureux , personnel sympa, très satisfaisant rapport qualité prix , je le recommande vivement !",9.0,Dar Bouanani
1528," J'ai bcp aimé mon séjour au sein de cet établissement, un accueil chaleureux, un personnel très agréable et surtout disponible. Je recommande chaudement",9.0,Dar Bouanani
1529," C’est la première fois que je réserve un séjour à dar Bouanani, et j’étais satisfaite de la prestation en général surtout j’ai apprécié l’accueil professionnel de MR Kamal le réceptionniste qui était toujours disponible et courtois.",8.0,Dar Bouanani
1530," La propreté et le confort sont les éléments les plus importants et attractifs de l'hôtel 
Bonne continuation et merci infiniment et je retournerai inchaallah très prochainement",9.0,Dar Bouanani
1531, Bon rapport qualité prix. Hôtel correct,9.0,Dar Bouanani
1532, Très bon accueil la chambre est super propre et bien équipée,8.0,Dar Bouanani
1533, excellent à tout les niveaux,9.0,Dar Bouanani
1534, Accueil chaleureux.très propre. La rue est plutôt calme.,7.9,Dar Bouanani
1535," Arrivée à Fès en fin de journée, un taxi m'attendait pour m'amener à Meknes. Le chauffeur, Kamal, discret et sympathique, m'a conduite à Meknes. Un des deux gérants du Riad m'attendait, souriant. L'emplacement est parfait ainsi que la facilité d accès. Dans la médina, à 2 pas de la rue principale. L'accueil au Riad est convivial et chaleureux. Les 2 jeunes hommes qui gèrent ce Riad font un boulot magnifique. L'accueil, les repas maison, les conseils personnalisés et clairs, tout est parfait. Mohamed et Ahmed se coupent en 4 pour s'assurer que notre séjour soit en accord avec nos attentes. Toujours souriants, ce sont des hôtes extraordinaires. 
Vous souhaitez découvrir le vrai Maroc ? Le Riad royal est l'endroit rêvé pour vous.",10.0,Riad Royal
1536, tout,10.0,Riad Royal
1537," Il est très calme et bien situé près de la place Lahdim, le personnel est très agréable, très gentil et très attentionné, et le petit-déjeuner est très correct pour bien commencer une journée de découverte. Je recommande vivement.",10.0,Riad Royal
1538," Le calme total dans le coeur d'une médina, les qualités humaines de l'accueil, le bon petit déjeuner sur la terrasse chauffée agréablement par le soleil malgré l'hiver, la bienveillance.",9.0,Riad Royal
1539," Ce riad porte bien sont nom : ROYAL !
L'accueil et la gentillesse de Ahmed et Mohammed a rendu ce séjour merveilleux. Il sauront vous conseiller en toute honnêteté pour découvrir Meknès, ses bons restaurants, et ses recoins à visiter. Ils sont aux petits soins de leurs clients, et n'hésitent pas à partager le thé avec eux et apprendre à les connaître.
Les chambres sont très confortable, avec une couette bien chaude en cette période plus fraîche, et une salle de bain très propre.
Nous vous conseillons également la terrasse sur le toit, pour un lever et coucher de soleil exectionnel avec le passage des cigognes.",10.0,Riad Royal
1540," Nous avons adoré notre passage ici, les 2 gérants sont adorables, au petit soin, sympathiques, disponibles. Nous avons passés des moments délicieux à échanger sur leur vie, le Maroc et la France. Un vrai plaisir.",10.0,Riad Royal
1541,"N'a pas aimé
 · Problème de lumière dans la chambre",8.0,Riad Royal
1542," La qualité de l'accueil du personnel, la mise à disposition d'un plan",9.0,Riad Royal
1543," La cadre, la déco, l'acceuil, les petits déjeuners",10.0,Riad Royal
1544," L'accueil exceptionnel, merci à Moha et son confrère. 
Magnifique riad, le cadre est superbe.
Le petit déjeuner au top.
La propreté des lieux.
Le riad est facile à trouver.",10.0,Riad Royal
1545," Accueil, hospitalité, service, paysage",10.0,Le petit Jardin
1546," La chambre sur le toit terrasse.
La chambre est très belle et bien décoré et très grande. Avec une grande terrasse juste pour cette chambre avec une vue dégagée 
Le thé de bienvenue et le Petit déjeuner était super! 
Habitant très sympathique.",9.0,Le petit Jardin
1547, Accueil toujours à votre service propreté et bien évidement le calme et la vue,10.0,Le petit Jardin
1548," Le calme absolu
Juste a côté il a le pont naturel d'imin ifri
Pas très loin la trace d'un dinosaure",8.0,Le petit Jardin
1549," Un accueil très chaleureux, l’emplacement est très calme super pour se reposer.
Le personnel est toujours à votre écoute et nous pouvons échanger c’était vraiment un très bon moment. 
Merci à vous",10.0,Le petit Jardin
1550," La vue , le calme à l écart de la ville",9.0,Le petit Jardin
1551," A deux pas du pont naturel d'Iminifri.
Repas délicieux, grande chambre.",9.0,Le petit Jardin
1552," Un accueil exceptionnel, chaleureux et professionnel, de la part de Hicham et de son équipe. Petits déjeuner et repas excellents avec de très bons produits et très copieux ! Un cadre magnifique, des chambres confortables. Tout était parfait !",10.0,Le petit Jardin
1553, L accueil par icham était parfait. Ses conseils étaient très utiles. Icham est très dévoué,10.0,Le petit Jardin
1554," La vue, la cuisine",7.0,Le petit Jardin
1555, Propre. Très propre. Personnel simple et accueillant. Rapport qualité prix très bon.,10.0,Smarts Hotel
1556, Emplacement,7.0,Smarts Hotel
1557, oui,8.0,Smarts Hotel
1558, L'endroit magnifique est aussi l'hôtel propre,7.0,Smarts Hotel
1559, les chambres et le calme,8.0,Smarts Hotel
1560,"N'a pas aimé
 · Absence d'espaces communs en raison des travaux d'extension.",7.0,Smarts Hotel
1561, l’emplacement,6.0,Smarts Hotel
1562, Un bon emplacement de l’hotel...fallait bien mentionner qu’il y a les travaux !!ca m’a tellement dérangé!!,6.0,Smarts Hotel
1563, personnels et emplacement,6.0,Smarts Hotel
1564, Personnel aimable. Petit déjeuner copieux.,6.0,Smarts Hotel
